,가요,가입,가정,감독,감사,개발,개월,개인,개정,거의,건설,검사,경과,경우,경호처,계속,고시,고용,공고,공공기관,공급,공사,공조,공통,과정,관계,관련,관리,관심,교육,구매,구분,국가,국립,국민,귀중,귀청,규격,규정,그날,그냥,그다음,그때,근로,근로자,기간,기관,기도,기분,기술,기술자,기존,기한,나라장터,나이,나중,내용,내용증명,노고,노동,다시,다용,달라,담당자,답변,당사,대국민,대답,대상,대신,대응,대충,대통령,대표,대한,대해,도대체,도용,도움,독촉,동서,드릴,듯이,등록증,땜빵,또한,런가,로부터,로서,마스크,마치,말투,매월,메탄올,모두,모든,모욕,목수,무시,무엇,문의,문제,물질,물품,미납,미만,민원,발주,방독마스크,방지,백인,번은,번호,별표,보고,보호,보호복,본인,부담,부분,부서,부칙,불공정,불법,불합리,브로,비물질,사고,사람,사실,사업,사업자,사용,사이트,사장,산업부,산장,상대방,상한,상해,생각,설명,설치,소개,소방,수요,수입,시기,시설,시스템,시안화수소,시행,신고,신규,신제품,신청,신축,아황산,안녕하십니까,안전,안전교육,안해,알칼리,암모니아,어차피,억지로,업무,업주,업체,여러,역시,역청,연결,연락,연수,영업,영향,오늘,오송,요구,요지부동,욕설,운영,운용,원자력,위반,위해,위험,유관,유기화합물,유독,유역,유해,응대,의도,의심,이내,이메일,이상,이유,이청수,이해,이후,인력,인명,인정,인지,인터넷,일당,일방,일부,임금,자기,자료,자유,자의,자임,자진,자체,작년,작성,작업,잘못,장갑,장구,장비,장외,저희,적도,적합,전면,전반,전화,전화번호,전화통화,정말,정화,제기,제안,제출,제품,조금,조달,조사,조사해,조치,종류,종사,종합,주가,주로,주요,주의,주지,중농,지금,지금껏,지급,지정,직업,직접,질문,질의,짐작,짜증,차례,착용,참고,처리,처음,첨단,첨부,청소,체결,체계,체불,총괄,최소,충북,취급,테러,통해,통화,파일,평가,폭언,품목,피해,하나,하니,하루,한강,한국,할로겐,함유,해당,허가,현장,현재,호흡,혹시,혼합,홈페이지,홍보,화가,화거,화관,화생방,화의,화학물질,화학물질안전원,확인,환경,환경과학,환경부,황화수소,회사,회원,훈련
가요,1.0,-0.19999999999999998,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.2,-0.2,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.2,-0.4472135954999579,1.0,0.6324555320336758,-0.31622776601683794,-0.19999999999999998,1.0,1.0,1.0,-0.19999999999999998,1.0,1.0,1.0,1.0,0.31622776601683794,-0.19999999999999998,1.0,-0.19999999999999998,1.0,-0.2,1.0,-0.2,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.2,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,0.6324555320336758,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.2,-0.2,1.0,-0.19999999999999998,1.0,0.6324555320336758,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.2,-0.19999999999999998,1.0,-0.19999999999999998,-0.2,1.0,-0.19999999999999998,1.0,-0.19999999999999998,1.0,-0.19999999999999998,1.0,-0.19999999999999998,0.4472135954999579,-0.19999999999999998,1.0,-0.2,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.2,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.31622776601683794,0.6324555320336758,-0.19999999999999998,-0.19999999999999998,0.6324555320336758,-0.2,-0.2,-0.19999999999999998,-0.31622776601683794,1.0,-0.19999999999999998,-0.2,0.31622776601683794,-0.19999999999999998,-0.2,1.0,1.0,-0.19999999999999998,0.6324555320336758,-0.2,-0.19999999999999998,-0.2,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.2,0.4472135954999579,0.6324555320336758,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,-0.2,1.0,1.0,1.0,0.6324555320336758,-0.19999999999999998,-0.2,0.6324555320336758,1.0,1.0,-0.2,0.6324555320336758,-0.2,0.6324555320336758,-0.2,-0.2,-0.31622776601683794,-0.2,1.0,0.6324555320336758,-0.19999999999999998,-0.2,1.0,0.4472135954999579,-0.19999999999999998,-0.19999999999999998,-0.2,-0.2,1.0,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,0.6324555320336758,-0.31622776601683794,0.6324555320336758,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.2,1.0,1.0,-0.19999999999999998,0.6324555320336758,-0.19999999999999998,1.0,-0.2,-0.2,-0.19999999999999998,-0.6324555320336759,-0.19999999999999998,1.0,1.0,-0.2,1.0,-0.4472135954999579,-0.31622776601683794,1.0,1.0,-0.19999999999999998,-0.19999999999999998,1.0,1.0,-0.2,-0.19999999999999998,-0.19999999999999998,1.0,-0.2,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.2,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.6324555320336758,-0.31622776601683794,1.0,-0.2,-0.2,0.6324555320336758,-0.31622776601683794,0.4472135954999579,-0.19999999999999998,-0.2,-0.2,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,1.0,-0.19999999999999998,-0.2,-0.19999999999999998,1.0,-0.19999999999999998,1.0,1.0,1.0,1.0,-0.19999999999999998,-0.31622776601683794,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,1.0,0.6324555320336758,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,0.6324555320336758,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,-0.19999999999999998,0.6324555320336758,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,1.0,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.31622776601683794,1.0,0.6324555320336758,0.6324555320336758,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,1.0,-0.2,-0.2,-0.31622776601683794,-0.31622776601683794,-0.19999999999999998,1.0,-0.2,0.6324555320336758,-0.2,-0.19999999999999998,1.0,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,1.0,-0.2,-0.6324555320336759,0.31622776601683794,-0.2,-0.19999999999999998,-0.2,1.0,-0.2,1.0,-0.19999999999999998,1.0
가입,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,0.6324555320336758,-0.19999999999999998,-0.4472135954999579,-0.19999999999999998,0.632455532033676,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.31622776601683794,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.6324555320336758,1.0,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.632455532033676,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.4472135954999579,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,0.6324555320336759,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,0.632455532033676,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.4472135954999578,0.632455532033676,-0.19999999999999998,1.0,1.0,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.632455532033676,1.0,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,0.632455532033676,-0.19999999999999998,-0.19999999999999998,0.6324555320336758,-0.19999999999999998,-0.19999999999999998,0.632455532033676,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.4472135954999578,-0.19999999999999993,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,1.0,-0.19999999999999998,1.0,-0.31622776601683794,0.6324555320336758,0.632455532033676,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,0.632455532033676,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.4472135954999579,0.6324555320336759,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,1.0,1.0,0.632455532033676,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,0.6324555320336758,0.4472135954999579,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.6324555320336758,1.0,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999993,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,1.0,-0.31622776601683783,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,0.632455532033676,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.31622776601683794,0.632455532033676,-0.19999999999999998,0.6324555320336758,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,1.0,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.6324555320336758,0.6324555320336758,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,1.0,-0.19999999999999998,0.6324555320336759,1.0,1.0,-0.19999999999999998,-0.19999999999999998,0.31622776601683794,0.31622776601683794,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998
가정,-0.2,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,1.0,-0.2,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.2,0.4472135954999579,-0.2,-0.31622776601683794,0.6324555320336758,-0.19999999999999998,-0.2,-0.2,-0.2,-0.19999999999999998,-0.2,-0.2,-0.2,-0.2,0.31622776601683794,-0.19999999999999998,-0.2,-0.19999999999999998,-0.2,1.0,-0.2,-0.2,-0.2,-0.19999999999999998,-0.19999999999999998,-0.2,1.0,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.31622776601683794,-0.19999999999999998,-0.2,-0.2,-0.19999999999999998,-0.2,-0.2,-0.2,-0.19999999999999998,-0.2,0.6324555320336759,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,1.0,-0.19999999999999998,-0.2,-0.19999999999999998,-0.2,-0.2,-0.19999999999999998,-0.2,-0.19999999999999998,-0.2,-0.19999999999999998,-0.2,-0.19999999999999998,0.4472135954999579,-0.19999999999999998,-0.2,1.0,-0.2,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,0.6324555320336758,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,1.0,-0.2,-0.19999999999999998,0.6324555320336758,-0.2,-0.19999999999999998,1.0,-0.6324555320336758,-0.19999999999999998,1.0,-0.2,-0.2,-0.19999999999999998,-0.31622776601683794,1.0,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,1.0,0.4472135954999579,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.6324555320336758,-0.2,-0.19999999999999998,-0.19999999999999998,1.0,-0.2,-0.2,-0.2,-0.31622776601683794,-0.19999999999999998,-0.2,-0.31622776601683794,-0.2,-0.2,-0.2,-0.31622776601683794,-0.2,-0.31622776601683794,1.0,-0.2,-0.31622776601683794,-0.2,-0.2,-0.31622776601683794,-0.19999999999999998,1.0,-0.2,0.4472135954999579,-0.19999999999999998,-0.19999999999999998,1.0,1.0,-0.2,-0.2,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,-0.19999999999999998,-0.2,-0.19999999999999998,-0.19999999999999998,-0.2,-0.2,-0.2,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.2,1.0,-0.2,-0.19999999999999998,0.3162277660168379,-0.19999999999999998,-0.2,-0.2,-0.2,-0.2,0.4472135954999579,0.6324555320336758,-0.2,-0.2,-0.19999999999999998,-0.19999999999999998,-0.2,-0.2,1.0,-0.19999999999999998,-0.19999999999999998,-0.2,-0.2,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,1.0,-0.2,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,0.6324555320336758,-0.2,1.0,1.0,-0.31622776601683794,-0.31622776601683794,-0.4472135954999579,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.2,-0.19999999999999998,1.0,-0.19999999999999998,-0.2,-0.19999999999999998,-0.2,-0.2,-0.2,-0.2,-0.19999999999999998,-0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.2,-0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.2,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,0.6324555320336758,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.2,-0.19999999999999998,-0.2,-0.2,-0.19999999999999998,0.6324555320336758,-0.2,-0.31622776601683794,-0.31622776601683794,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.2,-0.2,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.2,1.0,1.0,-0.31622776601683794,-0.31622776601683794,-0.19999999999999998,-0.2,1.0,-0.31622776601683794,1.0,-0.19999999999999998,-0.2,0.6324555320336758,-0.19999999999999998,-0.19999999999999998,-0.2,1.0,0.3162277660168379,0.31622776601683794,-0.2,-0.19999999999999998,-0.2,-0.2,1.0,-0.2,-0.19999999999999998,-0.2
감독,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,1.0,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,1.0,-0.31622776601683794,-0.19999999999999998,0.44721359549995804,-0.19999999999999998,-0.31622776601683794,-0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.6324555320336759,1.0,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.19999999999999998,1.0,0.6324555320336758,-0.20000000000000007,-0.20000000000000007,1.0,1.0,-0.19999999999999998,-0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998,-0.31622776601683794,1.0,1.0,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998,1.0,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998,1.0,-0.4472135954999579,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.20000000000000007,-0.20000000000000007,1.0,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.20000000000000007,1.0,-0.19999999999999998,-0.31622776601683794,0.632455532033676,1.0,1.0,0.632455532033676,-0.19999999999999998,-0.19999999999999998,1.0,-0.31622776601683794,-0.19999999999999998,1.0,-0.19999999999999998,0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,-0.31622776601683794,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.20000000000000007,1.0,-0.20000000000000007,-0.19999999999999998,1.0,1.0,1.0,-0.19999999999999998,-0.19999999999999998,0.4472135954999579,-0.31622776601683794,1.0,-0.20000000000000007,-0.20000000000000007,-0.31622776601683794,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.20000000000000007,-0.19999999999999998,0.632455532033676,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.632455532033676,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,0.4472135954999579,-0.20000000000000007,-0.20000000000000007,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,-0.20000000000000007,-0.19999999999999998,1.0,-0.20000000000000007,1.0,-0.20000000000000007,-0.19999999999999998,-0.20000000000000007,-0.31622776601683794,-0.31622776601683794,-0.31622776601683794,1.0,-0.19999999999999998,1.0,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,-0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,-0.6324555320336759,-0.20000000000000007,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.4472135954999579,-0.31622776601683794,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,1.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.20000000000000007,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.31622776601683794,0.6324555320336759,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.632455532033676,-0.31622776601683794,0.4472135954999579,1.0,-0.19999999999999998,-0.19999999999999998,1.0,0.6324555320336758,-0.20000000000000007,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998,1.0,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,1.0,0.6324555320336759,-0.19999999999999998,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.19999999999999998,-0.19999999999999998,0.632455532033676,-0.19999999999999998,1.0,1.0,1.0,-0.19999999999999998,1.0,0.632455532033676,-0.20000000000000007,-0.31622776601683794,1.0,-0.20000000000000007,1.0,-0.19999999999999998,1.0,-0.20000000000000007,-0.31622776601683794,1.0,1.0,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.19999999999999998,-0.19999999999999998,1.0,-0.31622776601683794,-0.19999999999999998,0.632455532033676,-0.31622776601683794,1.0,-0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,-0.20000000000000007,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.6324555320336758,-0.31622776601683794,1.0,-0.19999999999999998,-0.19999999999999998,0.632455532033676,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998,-0.31622776601683794,-0.20000000000000007,-0.20000000000000007,-0.19999999999999998,-0.19999999999999998,-0.6324555320336759,0.31622776601683794,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.20000000000000007,-0.19999999999999998
